mRNA_ID	Length
Pavir.5NG155400.1.v5.1	1541
Pavir.5NG155481.1.v5.1	312
Pavir.5NG155562.1.v5.1	282
Pavir.5NG155643.1.v5.1	324
Pavir.5NG155700.1.v5.1	1143
Pavir.5NG155781.1.v5.1	1047
Pavir.5NG155862.1.v5.1	2541
Pavir.5NG155943.2.v5.1	1418
Pavir.5NG156100.1.v5.1	1077
Pavir.5NG156200.1.v5.1	1017
Pavir.5NG156300.1.v5.1	1460
Pavir.5NG156381.1.v5.1	376
Pavir.5NG156600.1.v5.1	1948
Pavir.5NG156700.1.v5.1	890
Pavir.5NG156800.2.v5.1	408
Pavir.5NG157000.1.v5.1	3084
Pavir.5NG157100.2.v5.1	1881
Pavir.5NG157181.1.v5.1	261
Pavir.5NG157500.6.v5.1	1167
Pavir.5NG157600.1.v5.1	871
Pavir.5NG157700.1.v5.1	2053
Pavir.5NG157800.1.v5.1	701
Pavir.5NG157900.1.v5.1	330
Pavir.5NG157981.1.v5.1	1159
Pavir.5NG158062.1.v5.1	1518
Pavir.5NG158200.1.v5.1	345
Pavir.5NG158400.1.v5.1	1122
Pavir.5NG158500.6.v5.1	1988
Pavir.5NG158600.1.v5.1	1320
Pavir.5NG158700.2.v5.1	1562
Pavir.5NG158800.1.v5.1	1827
Pavir.5NG159000.1.v5.1	2217
Pavir.5NG159100.1.v5.1	2892
Pavir.5NG159181.1.v5.1	741
Pavir.5NG159200.2.v5.1	1939
Pavir.5NG159300.5.v5.1	1396
Pavir.5NG159400.4.v5.1	2071
Pavir.5NG159500.4.v5.1	4185
Pavir.5NG159600.1.v5.1	1256
Pavir.5NG159681.2.v5.1	624
Pavir.5NG159762.1.v5.1	1551
Pavir.5NG159843.1.v5.1	5232
Pavir.5NG160100.1.v5.1	1300
Pavir.5NG160181.1.v5.1	2358
Pavir.5NG160200.3.v5.1	1591
Pavir.5NG160300.1.v5.1	1201
Pavir.5NG160400.1.v5.1	3043
Pavir.5NG160481.1.v5.1	2019
Pavir.5NG160700.1.v5.1	1530
Pavir.5NG160800.5.v5.1	2938
Pavir.5NG160900.3.v5.1	1688
Pavir.5NG160981.1.v5.1	547
Pavir.5NG161062.2.v5.1	1501
Pavir.5NG161200.5.v5.1	1557
Pavir.5NG161281.1.v5.1	603
Pavir.5NG161362.1.v5.1	366
Pavir.5NG161400.3.v5.1	3744
Pavir.5NG161481.1.v5.1	1667
Pavir.5NG161700.1.v5.1	1086
Pavir.5NG161800.1.v5.1	1408
Pavir.5NG161900.1.v5.1	1062
Pavir.5NG162200.1.v5.1	1281
Pavir.5NG162400.2.v5.1	1056
Pavir.5NG162600.2.v5.1	1271
Pavir.5NG162900.5.v5.1	2981
Pavir.5NG163000.1.v5.1	1179
Pavir.5NG163100.1.v5.1	252
Pavir.5NG163200.2.v5.1	1605
Pavir.5NG163300.1.v5.1	2055
Pavir.5NG163400.4.v5.1	3174
Pavir.5NG163481.1.v5.1	441
Pavir.5NG163500.17.v5.1	2216
Pavir.5NG163600.1.v5.1	3032
Pavir.5NG163700.4.v5.1	2693
Pavir.5NG163900.1.v5.1	915
Pavir.5NG164000.1.v5.1	1030
Pavir.5NG164081.1.v5.1	939
Pavir.5NG164100.5.v5.1	2437
Pavir.5NG164200.1.v5.1	1422
Pavir.5NG164300.1.v5.1	1847
Pavir.5NG164400.5.v5.1	1140
Pavir.5NG164700.1.v5.1	2107
Pavir.5NG164781.1.v5.1	450
Pavir.5NG165000.1.v5.1	3367
Pavir.5NG165400.1.v5.1	1131
Pavir.5NG165600.1.v5.1	1294
Pavir.5NG165700.2.v5.1	2766
Pavir.5NG165800.1.v5.1	1152
Pavir.5NG165881.1.v5.1	1881
Pavir.5NG166000.8.v5.1	4937
Pavir.5NG166081.1.v5.1	498
Pavir.5NG166162.1.v5.1	633
Pavir.5NG166200.2.v5.1	2053
Pavir.5NG166300.1.v5.1	489
Pavir.5NG166400.1.v5.1	192
Pavir.5NG166500.2.v5.1	2153
Pavir.5NG166581.1.v5.1	417
Pavir.5NG166662.1.v5.1	1366
Pavir.5NG166700.1.v5.1	516
Pavir.5NG166800.1.v5.1	393
Pavir.5NG166900.2.v5.1	1860
Pavir.5NG167300.2.v5.1	1150
Pavir.5NG167400.13.v5.1	4628
Pavir.5NG167500.1.v5.1	1504
Pavir.5NG167600.2.v5.1	261
Pavir.5NG167700.2.v5.1	1935
Pavir.5NG167800.1.v5.1	1597
Pavir.5NG168000.1.v5.1	2512
Pavir.5NG168081.1.v5.1	2157
Pavir.5NG168300.1.v5.1	1760
Pavir.5NG168400.8.v5.1	4482
Pavir.5NG168600.1.v5.1	1302
Pavir.5NG168700.1.v5.1	1375
Pavir.5NG168781.1.v5.1	960
Pavir.5NG168862.1.v5.1	1181
Pavir.5NG168943.2.v5.1	1346
Pavir.5NG169300.1.v5.1	276
Pavir.5NG169400.1.v5.1	2370
Pavir.5NG169600.1.v5.1	546
Pavir.5NG169800.1.v5.1	2033
Pavir.5NG169900.3.v5.1	3755
Pavir.5NG169981.1.v5.1	1452
Pavir.5NG170200.2.v5.1	609
Pavir.5NG170300.5.v5.1	1771
Pavir.5NG170700.1.v5.1	1670
Pavir.5NG170781.1.v5.1	583
Pavir.5NG170862.1.v5.1	2026
Pavir.5NG170900.1.v5.1	1503
Pavir.5NG170901.2.v5.1	1220
Pavir.5NG170902.1.v5.1	1059
Pavir.5NG170903.1.v5.1	1003
Pavir.5NG170904.1.v5.1	3194
Pavir.5NG170905.1.v5.1	613
Pavir.5NG170906.8.v5.1	3385
Pavir.5NG170907.1.v5.1	1892
Pavir.5NG170908.2.v5.1	1659
Pavir.5NG170909.1.v5.1	1769
Pavir.5NG170910.1.v5.1	1982
Pavir.5NG170911.1.v5.1	3012
Pavir.5NG170912.1.v5.1	1163
Pavir.5NG170913.1.v5.1	2193
Pavir.5NG170914.1.v5.1	1926
Pavir.5NG170915.1.v5.1	1209
Pavir.5NG170916.1.v5.1	885
Pavir.5NG170917.2.v5.1	1386
Pavir.5NG170918.1.v5.1	2552
Pavir.5NG170919.1.v5.1	2116
Pavir.5NG170920.1.v5.1	2769
Pavir.5NG170921.1.v5.1	477
Pavir.5NG170922.1.v5.1	378
Pavir.5NG170923.1.v5.1	4103
Pavir.5NG170924.5.v5.1	1906
Pavir.5NG170925.2.v5.1	1801
Pavir.5NG170926.1.v5.1	957
Pavir.5NG170927.1.v5.1	1144
Pavir.5NG170928.7.v5.1	2939
Pavir.5NG170929.1.v5.1	1893
Pavir.5NG170930.2.v5.1	1270
Pavir.5NG170931.1.v5.1	885
Pavir.5NG170932.1.v5.1	3175
Pavir.5NG170933.1.v5.1	744
Pavir.5NG170934.1.v5.1	1925
Pavir.5NG170935.1.v5.1	972
Pavir.5NG170936.1.v5.1	1284
Pavir.5NG170937.1.v5.1	1774
Pavir.5NG170938.1.v5.1	2106
Pavir.5NG170939.1.v5.1	1300
Pavir.5NG170940.1.v5.1	3014
Pavir.5NG170941.1.v5.1	3438
Pavir.5NG170942.1.v5.1	1716
Pavir.5NG170943.1.v5.1	844
Pavir.5NG170944.1.v5.1	859
Pavir.5NG170945.2.v5.1	2279
Pavir.5NG170946.1.v5.1	1685
Pavir.5NG170947.1.v5.1	937
Pavir.5NG170948.1.v5.1	2209
Pavir.5NG170949.1.v5.1	3472
Pavir.5NG170950.1.v5.1	210
Pavir.5NG170951.4.v5.1	2700
Pavir.5NG170952.1.v5.1	3519
Pavir.5NG170953.1.v5.1	1561
Pavir.5NG170954.2.v5.1	1590
Pavir.5NG170955.1.v5.1	339
Pavir.5NG170956.1.v5.1	831
Pavir.5NG170957.4.v5.1	1951
Pavir.5NG170958.1.v5.1	1192
Pavir.5NG170959.1.v5.1	909
Pavir.5NG170960.3.v5.1	3267
Pavir.5NG170961.1.v5.1	2206
Pavir.5NG170962.1.v5.1	1264
Pavir.5NG170963.1.v5.1	2866
Pavir.5NG170964.1.v5.1	330
Pavir.5NG170965.1.v5.1	3370
Pavir.5NG170966.1.v5.1	592
Pavir.5NG170967.5.v5.1	1871
Pavir.5NG170968.1.v5.1	2764
Pavir.5NG170969.1.v5.1	390
Pavir.5NG170970.1.v5.1	1504
Pavir.5NG170971.7.v5.1	3136
Pavir.5NG170972.1.v5.1	3131
Pavir.5NG170973.1.v5.1	471
Pavir.5NG170974.2.v5.1	1297
Pavir.5NG170975.1.v5.1	1850
Pavir.5NG170976.1.v5.1	1284
Pavir.5NG170977.1.v5.1	2316
Pavir.5NG170978.1.v5.1	423
Pavir.5NG170979.1.v5.1	4133
Pavir.5NG170980.1.v5.1	1777
Pavir.5NG170981.7.v5.1	2285
Pavir.5NG170982.1.v5.1	680
Pavir.5NG170983.1.v5.1	1377
Pavir.5NG170984.1.v5.1	1589
Pavir.5NG170985.1.v5.1	1535
Pavir.5NG170986.1.v5.1	911
Pavir.5NG170987.2.v5.1	2339
Pavir.5NG170988.1.v5.1	1515
Pavir.5NG170989.1.v5.1	378
Pavir.5NG171100.1.v5.1	1454
Pavir.5NG171200.1.v5.1	1652
Pavir.5NG171281.1.v5.1	1647
Pavir.5NG171600.2.v5.1	1645
Pavir.5NG171700.2.v5.1	2232
Pavir.5NG171781.1.v5.1	487
Pavir.5NG171862.1.v5.1	433
Pavir.5NG171900.2.v5.1	1653
Pavir.5NG171981.1.v5.1	705
Pavir.5NG172000.2.v5.1	1006
Pavir.5NG172081.1.v5.1	282
Pavir.5NG172100.3.v5.1	4070
Pavir.5NG172200.13.v5.1	4321
Pavir.5NG172300.2.v5.1	2190
Pavir.5NG172600.1.v5.1	2045
Pavir.5NG172800.1.v5.1	171
Pavir.5NG172900.1.v5.1	4761
Pavir.5NG173000.4.v5.1	2075
Pavir.5NG173100.2.v5.1	919
Pavir.5NG173181.2.v5.1	1374
Pavir.5NG173300.6.v5.1	2014
Pavir.5NG173600.9.v5.1	4602
Pavir.5NG173800.1.v5.1	916
Pavir.5NG174000.1.v5.1	1804
Pavir.5NG174081.1.v5.1	1556
Pavir.5NG174100.2.v5.1	539
Pavir.5NG174181.1.v5.1	261
Pavir.5NG174400.1.v5.1	1245
Pavir.5NG174500.4.v5.1	1758
Pavir.5NG174700.1.v5.1	1821
Pavir.5NG174900.2.v5.1	1017
Pavir.5NG175100.1.v5.1	972
Pavir.5NG175200.1.v5.1	1468
Pavir.5NG175281.1.v5.1	477
Pavir.5NG175500.2.v5.1	1316
Pavir.5NG175600.1.v5.1	4650
Pavir.5NG175700.1.v5.1	2137
Pavir.5NG175800.4.v5.1	3411
Pavir.5NG176000.1.v5.1	1230
Pavir.5NG176100.1.v5.1	819
Pavir.5NG176200.2.v5.1	2189
Pavir.5NG176400.1.v5.1	1793
Pavir.5NG176600.2.v5.1	1483
Pavir.5NG176900.5.v5.1	1324
Pavir.5NG177000.1.v5.1	1550
Pavir.5NG177100.1.v5.1	1053
Pavir.5NG177181.1.v5.1	535
Pavir.5NG177200.3.v5.1	2845
Pavir.5NG177300.1.v5.1	1353
Pavir.5NG177500.5.v5.1	1386
Pavir.5NG177581.1.v5.1	727
Pavir.5NG177600.4.v5.1	1351
Pavir.5NG177700.1.v5.1	941
Pavir.5NG177800.1.v5.1	516
Pavir.5NG177900.4.v5.1	2343
Pavir.5NG178200.4.v5.1	2965
Pavir.5NG178300.3.v5.1	4090
Pavir.5NG178400.1.v5.1	432
Pavir.5NG178500.1.v5.1	222
Pavir.5NG178581.1.v5.1	390
Pavir.5NG178662.1.v5.1	162
Pavir.5NG178700.1.v5.1	845
Pavir.5NG178743.1.v5.1	555
Pavir.5NG178800.1.v5.1	1660
Pavir.5NG178900.2.v5.1	1049
Pavir.5NG178981.1.v5.1	1660
Pavir.5NG179062.1.v5.1	354
Pavir.5NG179400.2.v5.1	1212
Pavir.5NG179600.1.v5.1	1602
Pavir.5NG179900.2.v5.1	780
Pavir.5NG180000.1.v5.1	1829
Pavir.5NG180100.4.v5.1	2146
Pavir.5NG180300.1.v5.1	3653
Pavir.5NG180381.1.v5.1	279
Pavir.5NG180500.1.v5.1	819
Pavir.5NG180581.1.v5.1	1488
Pavir.5NG181000.1.v5.1	969
Pavir.5NG181100.2.v5.1	1362
Pavir.5NG181400.2.v5.1	255
Pavir.5NG181481.1.v5.1	678
Pavir.5NG181562.1.v5.1	942
Pavir.5NG181800.2.v5.1	678
Pavir.5NG181881.1.v5.1	338
Pavir.5NG182400.7.v5.1	1638
Pavir.5NG182481.1.v5.1	529
Pavir.5NG182500.1.v5.1	771
Pavir.5NG182600.1.v5.1	1402
Pavir.5NG182800.1.v5.1	1081
Pavir.5NG182881.1.v5.1	1701
Pavir.5NG183000.2.v5.1	1905
Pavir.5NG183400.2.v5.1	2697
Pavir.5NG183500.1.v5.1	1236
Pavir.5NG183600.1.v5.1	1547
Pavir.5NG183681.1.v5.1	491
Pavir.5NG183800.1.v5.1	1715
Pavir.5NG183900.3.v5.1	1357
Pavir.5NG184100.1.v5.1	4034
Pavir.5NG184200.1.v5.1	792
Pavir.5NG184300.2.v5.1	1049
Pavir.5NG184400.3.v5.1	228
Pavir.5NG184481.1.v5.1	1575
Pavir.5NG184600.1.v5.1	1047
Pavir.5NG184700.1.v5.1	1912
Pavir.5NG184800.1.v5.1	1762
Pavir.5NG184900.1.v5.1	264
Pavir.5NG185000.7.v5.1	2557
Pavir.5NG185100.1.v5.1	1553
Pavir.5NG185300.2.v5.1	2395
Pavir.5NG185381.1.v5.1	717
Pavir.5NG185400.1.v5.1	1467
Pavir.5NG185462.1.v5.1	2052
Pavir.5NG185700.1.v5.1	1556
Pavir.5NG185781.1.v5.1	504
Pavir.5NG185862.1.v5.1	687
Pavir.5NG185900.3.v5.1	946
Pavir.5NG186300.3.v5.1	630
Pavir.5NG186400.2.v5.1	678
Pavir.5NG186481.1.v5.1	910
Pavir.5NG186562.1.v5.1	537
Pavir.5NG186643.1.v5.1	1679
Pavir.5NG186800.14.v5.1	3739
Pavir.5NG186881.1.v5.1	480
Pavir.5NG187200.2.v5.1	525
Pavir.5NG187500.12.v5.1	3710
Pavir.5NG187700.1.v5.1	519
Pavir.5NG187800.1.v5.1	812
Pavir.5NG187900.2.v5.1	1570
Pavir.5NG188000.2.v5.1	1517
Pavir.5NG188200.1.v5.1	1065
Pavir.5NG188300.1.v5.1	746
Pavir.5NG188400.2.v5.1	1077
Pavir.5NG188481.1.v5.1	1354
Pavir.5NG188500.1.v5.1	1533
Pavir.5NG188600.4.v5.1	4675
Pavir.5NG188700.1.v5.1	1833
Pavir.5NG188781.1.v5.1	352
Pavir.5NG188800.1.v5.1	1225
Pavir.5NG188862.1.v5.1	901
Pavir.5NG188881.1.v5.1	495
Pavir.5NG188900.3.v5.1	1636
Pavir.5NG189000.1.v5.1	932
Pavir.5NG189081.1.v5.1	418
Pavir.5NG189162.1.v5.1	402
Pavir.5NG189243.1.v5.1	675
Pavir.5NG189324.1.v5.1	1587
Pavir.5NG189400.1.v5.1	814
Pavir.5NG189405.1.v5.1	1950
Pavir.5NG189486.1.v5.1	2589
Pavir.5NG189500.1.v5.1	1339
Pavir.5NG189567.1.v5.1	887
Pavir.5NG189581.3.v5.1	2301
Pavir.5NG189600.1.v5.1	855
Pavir.5NG189648.1.v5.1	849
Pavir.5NG189681.1.v5.1	1876
Pavir.5NG189729.1.v5.1	1279
Pavir.5NG190400.3.v5.1	5095
Pavir.5NG190500.1.v5.1	3286
Pavir.5NG190600.1.v5.1	1217
Pavir.5NG190800.6.v5.1	1845
Pavir.5NG190900.1.v5.1	1873
Pavir.5NG190981.1.v5.1	1983
Pavir.5NG191000.1.v5.1	2495
Pavir.5NG191200.1.v5.1	2335
Pavir.5NG191300.1.v5.1	2913
Pavir.5NG191400.1.v5.1	1163
Pavir.5NG191500.2.v5.1	973
Pavir.5NG191600.1.v5.1	1032
Pavir.5NG191681.1.v5.1	267
Pavir.5NG191762.1.v5.1	1149
Pavir.5NG191800.1.v5.1	1733
Pavir.5NG191843.1.v5.1	525
Pavir.5NG192000.3.v5.1	1927
Pavir.5NG192081.5.v5.1	2020
Pavir.5NG192162.1.v5.1	1207
Pavir.5NG192200.1.v5.1	978
Pavir.5NG192243.1.v5.1	2675
Pavir.5NG192300.1.v5.1	1823
Pavir.5NG192324.2.v5.1	3925
Pavir.5NG192400.3.v5.1	2200
Pavir.5NG192600.4.v5.1	2709
Pavir.5NG192700.1.v5.1	1132
Pavir.5NG192800.1.v5.1	993
Pavir.5NG192900.4.v5.1	1724
Pavir.5NG192981.1.v5.1	564
Pavir.5NG193200.2.v5.1	2453
Pavir.5NG193281.1.v5.1	1010
Pavir.5NG193400.1.v5.1	1066
Pavir.5NG193481.1.v5.1	171
Pavir.5NG193500.1.v5.1	907
Pavir.5NG193581.1.v5.1	251
Pavir.5NG193600.1.v5.1	1818
Pavir.5NG194100.4.v5.1	3617
Pavir.5NG194181.1.v5.1	660
Pavir.5NG194200.1.v5.1	1278
Pavir.5NG194262.1.v5.1	162
Pavir.5NG194300.6.v5.1	1215
Pavir.5NG195300.3.v5.1	3077
Pavir.5NG195400.2.v5.1	2297
Pavir.5NG195800.1.v5.1	1381
Pavir.5NG195881.1.v5.1	446
Pavir.5NG195900.1.v5.1	1672
Pavir.5NG195962.1.v5.1	622
Pavir.5NG196000.6.v5.1	2031
Pavir.5NG196043.1.v5.1	2327
Pavir.5NG196081.1.v5.1	660
Pavir.5NG196200.3.v5.1	1448
Pavir.5NG196300.2.v5.1	2489
Pavir.5NG196381.1.v5.1	744
Pavir.5NG196400.3.v5.1	1464
Pavir.5NG196600.1.v5.1	3495
Pavir.5NG197300.2.v5.1	1731
Pavir.5NG197600.8.v5.1	1453
Pavir.5NG197681.12.v5.1	4681
Pavir.5NG197762.1.v5.1	970
Pavir.5NG201500.7.v5.1	2502
Pavir.5NG203300.1.v5.1	492
Pavir.5NG203381.1.v5.1	942
Pavir.5NG203462.1.v5.1	510
Pavir.5NG203600.1.v5.1	1539
Pavir.5NG203681.1.v5.1	657
Pavir.5NG204100.2.v5.1	656
Pavir.5NG204181.1.v5.1	1135
Pavir.5NG204200.1.v5.1	1789
Pavir.5NG204262.1.v5.1	1009
Pavir.5NG204300.1.v5.1	1734
Pavir.5NG204600.1.v5.1	1046
Pavir.5NG204681.1.v5.1	683
Pavir.5NG204762.1.v5.1	1178
Pavir.5NG204843.1.v5.1	3919
Pavir.5NG204900.1.v5.1	1272
Pavir.5NG204981.1.v5.1	1112
Pavir.5NG205000.2.v5.1	345
Pavir.5NG205100.1.v5.1	1169
Pavir.5NG205200.1.v5.1	1526
Pavir.5NG205300.8.v5.1	2866
Pavir.5NG205381.1.v5.1	393
Pavir.5NG205500.2.v5.1	2165
Pavir.5NG205700.1.v5.1	1034
Pavir.5NG205800.1.v5.1	2281
Pavir.5NG206100.1.v5.1	171
Pavir.5NG206181.1.v5.1	600
Pavir.5NG206200.1.v5.1	689
Pavir.5NG206400.1.v5.1	1130
Pavir.5NG206600.1.v5.1	802
Pavir.5NG206800.1.v5.1	243
Pavir.5NG206900.1.v5.1	255
Pavir.5NG207000.1.v5.1	285
Pavir.5NG207081.1.v5.1	748
Pavir.5NG207200.1.v5.1	2164
Pavir.5NG207300.5.v5.1	2113
Pavir.5NG207400.2.v5.1	1904
Pavir.5NG207600.1.v5.1	573
Pavir.5NG207700.1.v5.1	704
Pavir.5NG207800.2.v5.1	4505
Pavir.5NG207900.1.v5.1	765
Pavir.5NG208100.2.v5.1	309
Pavir.5NG208181.1.v5.1	183
Pavir.5NG208200.1.v5.1	4760
Pavir.5NG208262.2.v5.1	1967
Pavir.5NG208281.1.v5.1	804
Pavir.5NG208343.1.v5.1	624
Pavir.5NG208400.1.v5.1	798
Pavir.5NG208424.1.v5.1	794
Pavir.5NG208481.1.v5.1	1159
Pavir.5NG208800.2.v5.1	1180
Pavir.5NG208881.1.v5.1	537
Pavir.5NG208962.1.v5.1	645
Pavir.5NG209043.1.v5.1	474
Pavir.5NG209300.3.v5.1	2050
Pavir.5NG209400.1.v5.1	1686
Pavir.5NG209500.4.v5.1	2009
Pavir.5NG209581.1.v5.1	3100
Pavir.5NG209600.1.v5.1	2970
Pavir.5NG209700.1.v5.1	1764
Pavir.5NG209800.5.v5.1	2607
Pavir.5NG209900.4.v5.1	2105
Pavir.5NG210100.1.v5.1	1266
Pavir.5NG210181.1.v5.1	987
Pavir.5NG210300.2.v5.1	2091
Pavir.5NG210500.1.v5.1	1939
Pavir.5NG210600.1.v5.1	1341
Pavir.5NG210681.1.v5.1	1626
Pavir.5NG211100.1.v5.1	1987
Pavir.5NG211200.1.v5.1	756
Pavir.5NG211300.2.v5.1	2129
Pavir.5NG211400.2.v5.1	1485
Pavir.5NG211500.1.v5.1	1342
Pavir.5NG211600.1.v5.1	957
Pavir.5NG211700.1.v5.1	654
Pavir.5NG211800.1.v5.1	648
Pavir.5NG211881.1.v5.1	343
Pavir.5NG212100.1.v5.1	1677
Pavir.5NG212200.6.v5.1	3701
Pavir.5NG212500.3.v5.1	369
Pavir.5NG212600.8.v5.1	4197
Pavir.5NG212800.6.v5.1	3088
Pavir.5NG212900.3.v5.1	2165
Pavir.5NG212981.1.v5.1	241
Pavir.5NG213000.2.v5.1	2105
Pavir.5NG213081.2.v5.1	1609
Pavir.5NG213300.1.v5.1	273
Pavir.5NG213400.1.v5.1	1599
Pavir.5NG213500.1.v5.1	1364
Pavir.5NG213581.1.v5.1	877
Pavir.5NG213700.2.v5.1	654
Pavir.5NG213800.1.v5.1	783
Pavir.5NG213881.1.v5.1	783
Pavir.5NG213900.1.v5.1	1101
Pavir.5NG213981.1.v5.1	321
Pavir.5NG214100.1.v5.1	888
Pavir.5NG214200.1.v5.1	809
Pavir.5NG214300.1.v5.1	1729
Pavir.5NG214400.3.v5.1	1688
Pavir.5NG214481.1.v5.1	153
Pavir.5NG214500.1.v5.1	928
Pavir.5NG214562.1.v5.1	677
Pavir.5NG214600.5.v5.1	1947
Pavir.5NG214900.3.v5.1	593
Pavir.5NG215000.1.v5.1	3634
Pavir.5NG215800.2.v5.1	2933
Pavir.5NG216000.1.v5.1	1279
Pavir.5NG216500.6.v5.1	2517
Pavir.5NG216600.1.v5.1	1275
Pavir.5NG216700.1.v5.1	1305
Pavir.5NG216800.1.v5.1	809
Pavir.5NG217000.3.v5.1	3653
Pavir.5NG217440.1.v5.1	1339
Pavir.5NG217700.3.v5.1	1702
Pavir.5NG217800.2.v5.1	1403
Pavir.5NG217880.1.v5.1	1650
Pavir.5NG217900.1.v5.1	630
Pavir.5NG218000.1.v5.1	1232
Pavir.5NG218200.1.v5.1	1350
Pavir.5NG218281.1.v5.1	1578
Pavir.5NG218400.1.v5.1	878
Pavir.5NG218500.11.v5.1	2883
Pavir.5NG218600.1.v5.1	1104
Pavir.5NG218800.1.v5.1	2360
Pavir.5NG218900.9.v5.1	3874
Pavir.5NG218981.1.v5.1	717
Pavir.5NG219300.2.v5.1	4036
Pavir.5NG219381.1.v5.1	1722
Pavir.5NG219462.1.v5.1	1206
Pavir.5NG219543.1.v5.1	279
Pavir.5NG219600.1.v5.1	1581
Pavir.5NG219624.1.v5.1	279
Pavir.5NG219700.4.v5.1	2543
Pavir.5NG219705.2.v5.1	1140
Pavir.5NG219781.1.v5.1	1585
Pavir.5NG219800.1.v5.1	2218
Pavir.5NG219900.1.v5.1	3529
Pavir.5NG220000.1.v5.1	1140
Pavir.5NG220081.1.v5.1	1494
Pavir.5NG220300.1.v5.1	702
Pavir.5NG220381.1.v5.1	5280
Pavir.5NG220400.1.v5.1	2123
Pavir.5NG220481.1.v5.1	1620
Pavir.5NG220500.2.v5.1	2302
Pavir.5NG220581.1.v5.1	619
Pavir.5NG220662.1.v5.1	1461
Pavir.5NG220700.1.v5.1	1773
Pavir.5NG220800.3.v5.1	2021
Pavir.5NG220881.1.v5.1	318
Pavir.5NG220900.1.v5.1	1223
Pavir.5NG221000.1.v5.1	928
Pavir.5NG221081.1.v5.1	324
Pavir.5NG221100.1.v5.1	938
Pavir.5NG221200.1.v5.1	291
Pavir.5NG221300.1.v5.1	900
Pavir.5NG221400.1.v5.1	1072
Pavir.5NG221500.5.v5.1	2268
Pavir.5NG221600.1.v5.1	2190
Pavir.5NG221700.1.v5.1	1532
Pavir.5NG221800.2.v5.1	1761
Pavir.5NG221881.1.v5.1	2675
Pavir.5NG222100.1.v5.1	1398
Pavir.5NG222181.1.v5.1	1574
Pavir.5NG222262.1.v5.1	469
Pavir.5NG222500.2.v5.1	1125
Pavir.5NG222581.1.v5.1	3089
Pavir.5NG222800.2.v5.1	453
Pavir.5NG222900.2.v5.1	2280
Pavir.5NG223800.2.v5.1	780
Pavir.5NG223881.1.v5.1	615
Pavir.5NG223962.1.v5.1	1059
Pavir.5NG224000.1.v5.1	1471
Pavir.5NG224043.2.v5.1	2191
Pavir.5NG224081.1.v5.1	1281
Pavir.5NG224124.1.v5.1	795
Pavir.5NG224162.1.v5.1	721
Pavir.5NG224200.2.v5.1	1156
Pavir.5NG224205.1.v5.1	825
Pavir.5NG224281.1.v5.1	552
Pavir.5NG224300.2.v5.1	1992
Pavir.5NG224362.3.v5.1	963
Pavir.5NG224381.2.v5.1	1178
Pavir.5NG224400.1.v5.1	1164
Pavir.5NG224443.1.v5.1	1786
Pavir.5NG224462.1.v5.1	2106
Pavir.5NG224524.1.v5.1	552
Pavir.5NG224543.1.v5.1	180
Pavir.5NG224605.1.v5.1	618
Pavir.5NG224624.1.v5.1	1120
Pavir.5NG224686.1.v5.1	219
Pavir.5NG224705.1.v5.1	1285
Pavir.5NG224767.1.v5.1	420
Pavir.5NG224848.1.v5.1	1692
Pavir.5NG224929.1.v5.1	691
Pavir.5NG225200.2.v5.1	1378
Pavir.5NG225400.1.v5.1	1395
Pavir.5NG225481.1.v5.1	826
Pavir.5NG225500.3.v5.1	1779
Pavir.5NG225562.1.v5.1	2458
Pavir.5NG225581.1.v5.1	1652
Pavir.5NG225600.2.v5.1	1610
Pavir.5NG225643.1.v5.1	506
Pavir.5NG225724.1.v5.1	576
Pavir.5NG225805.1.v5.1	576
Pavir.5NG225886.1.v5.1	1431
Pavir.5NG225900.1.v5.1	621
Pavir.5NG225967.1.v5.1	735
Pavir.5NG226048.1.v5.1	1658
Pavir.5NG226129.1.v5.1	363
Pavir.5NG226210.1.v5.1	360
Pavir.5NG226291.1.v5.1	938
Pavir.5NG226400.2.v5.1	1359
Pavir.5NG226481.1.v5.1	735
Pavir.5NG226500.1.v5.1	853
Pavir.5NG226562.1.v5.1	1494
Pavir.5NG226581.1.v5.1	2654
Pavir.5NG226600.1.v5.1	708
Pavir.5NG226700.6.v5.1	1046
Pavir.5NG227100.1.v5.1	1584
Pavir.5NG227200.2.v5.1	2838
Pavir.5NG227300.2.v5.1	2590
Pavir.5NG227400.1.v5.1	1649
Pavir.5NG227481.1.v5.1	400
Pavir.5NG227562.1.v5.1	447
Pavir.5NG227643.1.v5.1	567
Pavir.5NG227700.1.v5.1	525
Pavir.5NG227724.1.v5.1	348
Pavir.5NG227800.3.v5.1	3256
Pavir.5NG227900.1.v5.1	2102
Pavir.5NG227981.2.v5.1	330
Pavir.5NG228062.1.v5.1	1198
Pavir.5NG228300.1.v5.1	700
Pavir.5NG228400.1.v5.1	5119
Pavir.5NG228500.1.v5.1	441
Pavir.5NG228581.1.v5.1	1254
Pavir.5NG228662.1.v5.1	777
Pavir.5NG228743.1.v5.1	324
Pavir.5NG228800.1.v5.1	324
Pavir.5NG228900.1.v5.1	1030
Pavir.5NG229000.1.v5.1	2304
Pavir.5NG229100.2.v5.1	1212
Pavir.5NG229181.1.v5.1	2167
Pavir.5NG229262.1.v5.1	2087
Pavir.5NG229300.1.v5.1	927
Pavir.5NG229343.1.v5.1	1858
Pavir.5NG229424.1.v5.1	1515
